feature,tree_cover,grassland,cropland,built_up,bare_sparse,water,abs_mean
NDRE1_std_2020_autumn,-0.0072518503,0.0065914663,0.00020026416,0.0026770425,-0.000618084,-0.0015956141,0.0031557202
B08_min_2021_spring,-0.0040886216,-0.0016863026,0.0062342556,-0.0036798287,-4.291086e-06,0.003225296,0.0031530994
B12_max_2021_summer,0.0026026466,0.0027615954,-0.009407818,0.0030101514,0.00015950887,0.0008706618,0.003135397
B07_mean_2020_autumn,-0.0073960098,-0.00038503687,-0.0015311593,0.008615907,-6.2459425e-05,0.00076437666,0.003125825
NDVI_iqr_2021_summer,-0.0024960246,0.00067986373,-0.0063109733,0.007598651,-0.0005439205,0.0010763892,0.003117637
B04_median_2020_spring,-0.0035423816,0.004466092,-0.0011279483,-0.004667131,0.003298495,0.0015770703,0.0031131862
B06_std_2020_spring,-0.0040853615,0.00078725506,0.0059253676,-0.005168998,-2.161871e-05,0.0025653136,0.0030923188
B8A_mean_2021_spring,0.008034727,0.0011965407,-0.006609127,-0.00015359969,-0.0006519146,-0.0018253077,0.0030785361
B04_q75_2020_spring,0.0035398863,-0.0016859837,-0.007496748,0.00090528216,0.0016658191,0.003073189,0.0030611514
B12_max_2020_spring,0.0032872527,-0.0020622942,0.0052433545,-0.0071015335,0.00047410885,0.00015934245,0.0030546475
NDMI_std_2020_spring,-0.00023066197,-0.004578854,0.006024018,-0.003504423,-0.0007270731,0.0030169752,0.0030136677
NDBI_std_2020_spring,-0.0002292593,-0.004578215,0.0060222624,-0.0035036947,-0.00072701415,0.0030165599,0.0030128343
B06_max_2020_autumn,-0.0047538155,-0.001256539,0.009037767,-0.00081009825,-2.7002006e-05,-0.0021916311,0.003012809
NBR_median_2020_summer,0.0056352755,-0.0018593488,-0.0071077556,0.0016159669,0.00023878532,0.0014793291,0.0029894104
NDWI_mean_2020_summer,-0.000891158,0.0012416327,-0.0070569688,-0.0010138022,0.0006583201,0.007050789,0.002985445
NDRE1_q25_2020_autumn,0.005684901,-0.0013164688,-0.0076315952,0.0027413627,0.00051952293,-1.0915508e-06,0.0029824905
B05_q25_2021_spring,0.0002636617,-0.0008932998,-0.005845486,0.007741943,0.0009386435,-0.0021986216,0.002980276
NDRE2_median_2020_summer,0.0024919303,-0.0064183744,0.0037289287,-0.0018520837,-0.0006710555,0.0027132775,0.002979275
BSI_q25_2020_autumn,0.0034769378,-0.0031243633,0.0015686866,-0.005752608,-4.8008493e-05,0.0038777601,0.0029747274
BSI_q75_2021_spring,-0.0012505343,0.005760475,-0.005182147,0.003165265,-0.0014018851,-0.0010875588,0.0029746443
B05_mean_2021_autumn,-0.002567748,-0.0018795191,0.008518091,-0.0028028428,0.00040491734,-0.0016670302,0.0029733581
B8A_q75_2020_spring,-0.0035200207,0.006349103,0.0022898114,-0.0044949306,0.00027649145,-0.00089738134,0.0029712897
B03_max_2020_summer,0.00135901,0.001149983,-0.007062836,0.0051594125,0.0011594788,-0.0017641932,0.0029424855
NDMI_q75_2021_summer,-0.0059935176,-0.0024801258,0.0044803037,0.0014637168,-0.00031153008,0.0028472764,0.0029294116
NDBI_q25_2021_summer,0.005993481,0.0024801288,-0.004480283,-0.001463746,0.00031153005,-0.0028472776,0.0029294074
NDMI_q75_2020_autumn,-0.0015221639,6.193258e-05,0.004903999,-0.007245502,0.00019336262,0.0036120128,0.0029231624
NDBI_q25_2020_autumn,0.0015222706,-6.233435e-05,-0.0049034036,0.007243672,-0.00019342665,-0.0036120918,0.0029228665
B12_std_2021_autumn,0.004660438,-0.008568241,0.00046035525,0.0028303463,-0.00019897013,0.00081659603,0.0029224912
NDRE2_q25_2020_autumn,-0.0037187363,0.0060737473,0.0018150562,-0.0050000804,0.0008645769,-2.7782517e-05,0.0029166632
NDVI_iqr_2020_spring,0.00517621,-0.003997166,-0.0032795444,0.0034367044,0.00012475143,-0.0014632262,0.002912934
NDRE1_q25_2021_spring,-0.0025279014,0.0023235348,-0.006194161,0.0041835187,0.0007131878,0.0015093395,0.0029086072
B05_mean_2021_spring,-0.0013083839,-0.0013203591,-0.003488461,0.0073457286,0.0013666144,-0.002602475,0.0029053371
B05_std_2020_spring,-0.0067616208,0.0014370484,0.0065208212,0.0007512263,-0.00078261213,-0.0011663154,0.002903274
NDRE2_median_2020_spring,0.0022849597,0.0016407914,0.0047590807,-0.0069379956,-0.0010576884,-0.0006890048,0.0028949203
SAVI_median_2020_summer,0.006175266,-0.0021607177,0.00065173523,-0.0062072086,-0.00027679006,0.0018324256,0.0028840236
SAVI_q75_2020_summer,0.0057778,-0.0069442736,0.0002784483,-0.0013927066,-0.00030880675,0.002590663,0.0028821165
TC_wet_mean_2021_autumn,0.0041546407,-0.0023827015,0.0044904784,-0.0052495366,-0.0005416588,-0.00047176107,0.0028817963
B8A_max_2021_autumn,0.00462938,0.0034509324,-0.008484044,0.000423342,-0.00013532091,0.00011463675,0.002872943
B03_min_2020_spring,-0.0014452098,-0.006043397,0.007539727,0.00035142712,-0.0011242168,0.0007232752,0.0028712086
B07_q75_2020_autumn,-0.008566973,0.0004828837,0.0011528614,0.006532822,0.00014141478,0.0002565146,0.0028555777
NDMI_std_2021_summer,-0.00451417,-0.002110387,0.0012411776,0.0072645745,-0.00041800196,-0.0014654411,0.0028356255
NDBI_std_2021_summer,-0.0045141554,-0.0021103914,0.0012411763,0.007264571,-0.00041800278,-0.001465433,0.0028356218
B03_q75_2020_summer,-0.00087922084,0.0071310275,-0.0019929602,-0.003954465,0.0013452983,-0.001651039,0.0028256683
NDVI_range_2021_summer,-0.0019108761,-0.0020719764,-0.0044702156,0.004598978,0.0008214103,0.0030328494,0.0028177176
B04_std_2020_summer,0.002373233,0.0036832676,0.00020875894,-0.008442883,0.0003730121,0.0018037684,0.002814154
B02_min_2021_spring,0.0030808966,0.004786306,-0.0068050497,-0.0015966359,-3.984922e-05,0.00057130196,0.0028133395
B06_min_2021_summer,-0.0057011014,0.003649865,0.0047813496,1.543411e-06,-0.00034157227,-0.0023869113,0.0028103904
B06_min_2020_summer,0.0045500314,-0.005144102,0.00050197734,0.0027959526,0.00057049154,-0.0032712352,0.0028056316
NDBI_std_2020_autumn,-0.0022451547,-0.0011827296,0.00839244,-0.004440783,7.4483805e-06,-0.00052894454,0.0027995836
NDMI_std_2020_autumn,-0.002246191,-0.0011815584,0.008390851,-0.0044395234,7.505971e-06,-0.00052919006,0.0027991368
NDVI_range_2021_autumn,0.0012428969,-0.007583873,0.0015384707,0.0056052664,-0.0005551029,-0.00024558068,0.0027951982
B05_min_2020_summer,-0.0054475334,0.007591562,-0.002106315,-1.9354839e-05,0.0007631787,-0.000781854,0.0027849663
NDRE2_std_2020_summer,0.0017448344,-0.0031196207,0.001307193,-0.0042349217,-0.0009880927,0.0052900007,0.0027807772
B07_q25_2020_autumn,-0.0037426148,-0.0018761534,-0.0020292255,0.0070081605,-0.000662592,0.0013028674,0.002770269
NDMI_q75_2021_spring,-0.0064471276,-0.0007880009,0.008185144,-0.0010588234,0.00012319729,-1.2173527e-05,0.002769078
NDBI_q25_2021_spring,0.0064471387,0.00078791985,-0.0081850365,0.001058753,-0.00012319049,1.2191897e-05,0.002769038
B12_min_2020_summer,-0.0006261405,-0.007240495,0.0026541366,0.0050743097,-0.00042869704,0.0005562177,0.0027633328
NDRE1_q75_2020_spring,-0.0005896725,0.0006223586,-0.0026060834,0.006802582,0.00083429227,-0.005065724,0.0027534522
B11_q25_2021_summer,0.0016884108,0.00016583297,0.0036004125,-0.0075866296,-0.00061296934,0.0027460898,0.0027333908
NDRE1_median_2020_summer,-0.0045844987,0.00056155294,-0.003569434,0.0068590194,0.0007199353,9.482505e-06,0.0027173206
B07_q25_2020_summer,-0.0060085775,0.00263489,-0.0020924055,0.005072748,-3.979679e-05,0.00042868964,0.0027128512
B03_q75_2021_spring,-0.0005161284,0.0073650936,0.0007690435,-0.0037937374,-7.455086e-05,-0.003754764,0.0027122197
NDVI_iqr_2021_spring,0.0045498726,-0.003256486,-0.0045970595,0.0033564977,-0.0002817244,0.00022708753,0.0027114546
BSI_mean_2020_autumn,0.003134669,-0.0060136328,-0.0010847382,0.00084268133,-0.00102969,0.0041439557,0.0027082276
TC_green_std_2021_summer,0.000121809986,-0.0003326245,0.0080021545,-0.0058673094,-0.00025169394,-0.0016736441,0.002708206
B05_max_2020_spring,-0.002596238,-0.002893338,0.0057040346,0.0024023647,-0.00014675925,-0.0024683485,0.0027018476
NDRE1_mean_2020_autumn,0.004315062,-0.0019640229,0.0024657173,-0.006101835,0.0008231244,0.00047500076,0.002690794
B05_max_2021_spring,-0.0014047227,0.002777263,-0.0037596324,0.0051882397,-0.00014348215,-0.002662554,0.0026559823
NBR_std_2021_spring,-0.004761486,-0.0018408454,0.0048396504,0.0028198366,0.00030568775,-0.001357993,0.0026542498
B07_min_2020_spring,-0.0025329895,-0.0022463708,0.007893195,-0.0021804713,-0.00011781694,-0.0008157052,0.0026310915
B05_q75_2020_summer,0.0013731482,-0.00629842,3.518434e-05,0.006242963,0.00021812343,-0.0015629337,0.0026217953
B08_std_2020_spring,0.002055758,-0.0026103954,-0.0020909205,0.005778947,1.7912891e-05,-0.0031521264,0.0026176767
B05_min_2020_autumn,0.0021030577,-0.007052363,0.004695638,0.0010364912,-0.00013064836,-0.0006549171,0.002612186
NDRE2_q75_2020_spring,0.0006845223,-0.0012220495,-0.0064477623,0.0066972077,-0.0001389182,0.00042638247,0.002602807
NDVI_iqr_2021_autumn,-0.00306396,-0.0029953902,-0.0017385439,0.007430359,0.00034017008,2.8650964e-05,0.0025995125
B08_q25_2020_summer,0.004720929,-0.0029722773,-0.0005617604,-0.0042590336,0.00010588177,0.0029679732,0.002597976
B11_min_2021_autumn,-0.000658226,0.0034214496,-0.0061512874,0.0027436588,-0.0009168907,0.0015590223,0.0025750892
B04_max_2021_autumn,0.0013591049,0.0023265579,-0.0059936703,0.003996069,-0.0002611937,-0.0014258669,0.0025604106
B02_max_2020_autumn,-0.003908191,0.002299413,-0.0023233104,0.0050065382,0.00036335754,-0.0014265375,0.002554558
B02_q25_2020_autumn,-0.0018306918,-0.0021798697,-0.0017796995,0.007619688,-0.00060134765,-0.0012294289,0.0025401206
B04_max_2021_spring,0.0011705763,0.004271562,-0.0076106237,0.0014776469,0.00010049444,0.00059244595,0.002537225
B12_min_2021_autumn,-0.0036670011,-0.0039353883,0.0008386493,0.005218371,0.0010419956,0.0004986803,0.0025333476
B03_max_2020_autumn,-0.003718555,0.005244429,-0.0026144437,0.0023466093,-4.3975188e-06,-0.0012606126,0.0025315078
B11_std_2021_spring,0.00026392136,-0.0065488396,0.0054868287,0.00140763,-0.0010125653,0.00040685147,0.002521106
NDVI_range_2021_spring,0.0034773953,-0.004885412,-0.00210701,0.0011165513,-0.0005630688,0.002960824,0.002518377
B03_median_2021_spring,0.0043896115,0.0017528811,0.000807637,-0.0065281293,0.0005640335,-0.0009760254,0.0025030528
B8A_min_2021_autumn,0.0017983072,0.0021443698,-0.007503893,0.0027456726,0.00026849066,0.00054354046,0.0025007122
NDWI_std_2020_autumn,0.0024804587,-0.00087646616,-0.0026189273,-0.003984022,0.0013765631,0.0036266663,0.0024938504
B11_max_2021_spring,0.0026306778,0.0012577561,-0.007471241,0.0028640982,0.000564131,0.00015266528,0.0024900949
B11_mean_2021_summer,0.0032235563,0.00066434016,-0.00047112964,-0.0061499276,-0.00081750454,0.0035635207,0.0024816631
B8A_mean_2021_autumn,0.0012810121,0.0051806257,-0.0056035705,0.0005547261,0.0004086081,-0.0018048607,0.002472234
SAVI_q75_2020_autumn,-0.0028497218,-0.0030693975,0.007295435,9.432553e-05,-0.00086797273,-0.0006004657,0.0024628865
B07_min_2021_autumn,-0.007372296,0.0010530341,0.003091583,0.0014352447,5.433981e-05,0.0017455954,0.002458682
TC_wet_std_2021_autumn,0.0024978034,0.0005881668,-0.0058078757,0.004288558,-0.0003356366,-0.0012321817,0.0024583703
B06_median_2021_autumn,0.0022016235,-0.0015003631,-0.0043889037,0.005114605,-2.4443783e-05,-0.0014055938,0.0024392556
B12_max_2021_autumn,0.0047989213,-0.0032906786,-0.0039445814,0.0008469278,0.00016578687,0.0014204592,0.0024112258
B8A_q25_2021_autumn,-0.0005465455,0.0066252663,-0.0022611981,-0.0038210303,0.0005734692,-0.0005675298,0.0023991733
B03_q75_2021_summer,6.8001216e-05,0.0052002845,0.0019093327,-0.00428873,-0.0007153632,-0.002166805,0.0023914194
NDRE1_median_2021_autumn,0.0041425256,-0.0033893264,-0.0032553393,0.0018316781,0.0011106979,-0.00045707598,0.0023644406
B07_std_2020_spring,-0.0056019253,-0.0005365174,0.0070378026,-0.00085295475,-9.115129e-05,4.689244e-05,0.0023612073
B07_min_2021_summer,0.0020888331,-0.0031987843,-0.0038830503,0.0045889346,0.0003965119,4.5009538e-06,0.0023601025
NDRE1_mean_2020_summer,0.004927504,-0.005873127,0.0013035525,-0.00036183838,0.000822256,-0.00080853625,0.002349469
NDRE2_median_2021_autumn,-0.005298631,0.005566084,2.0532729e-05,-0.0017103262,0.0006926324,0.0007271278,0.002335889
B07_max_2021_summer,-0.004201925,-0.0027966262,0.0040296786,0.0016673885,0.00021575108,0.0010863614,0.0023329554
BSI_std_2021_spring,-0.0019984483,0.0052537783,0.0016773157,-0.0014452385,-0.0016044807,-0.0018832192,0.0023104134
B03_min_2021_spring,-0.0021705597,0.002571982,-0.0046998477,0.004063312,-4.1764324e-05,0.00027542873,0.0023038157
NDBI_median_2020_summer,0.006349416,-0.0024752691,-0.0035612304,-0.00084870646,-1.7148024e-05,0.0005523843,0.0023006925
NDMI_median_2020_summer,-0.0063487543,0.0024731748,0.0035619673,0.0008490785,1.7149443e-05,-0.0005521088,0.002300372
TC_wet_std_2021_spring,0.0016602157,-0.00094139186,-0.004035645,0.005179967,-0.00018521007,-0.0016775697,0.00228
B8A_min_2021_spring,0.0047285557,0.0013861943,-0.0018063828,-0.005030139,0.0007165844,2.5103277e-06,0.0022783943
B05_max_2020_summer,-0.00019385808,-0.0043343385,0.0060825916,-0.002301007,0.0004962087,0.0002571381,0.0022775235
LBP_u8_4_2021_spring,0.0023469334,-0.00222013,0.0044834954,-0.0034622264,-0.0004458661,-0.0006979068,0.002276093
NDMI_q25_2021_summer,-0.004148306,-0.001400557,0.003374538,-0.0011707533,-8.286043e-05,0.003422493,0.0022665847
NDBI_q75_2021_summer,0.0041482835,0.0014005562,-0.003374543,0.0011707561,8.286184e-05,-0.0034224945,0.0022665823
B12_std_2020_autumn,0.0029306158,1.5057158e-05,0.0011794316,-0.006792219,0.0004788767,0.0021885312,0.0022641218
B06_q75_2020_autumn,-0.0044515957,0.0007855642,0.00033029154,0.0056246617,-0.00035479513,-0.0019351309,0.0022470064
LBP_u8_0_2021_spring,-0.0009051046,0.0012869771,-0.0058269007,0.005094781,3.711983e-05,0.00031460178,0.0022442474
SAVI_q25_2020_autumn,0.0002263235,-0.0039182296,0.0039586676,0.0025463237,-0.0007842461,-0.0020240997,0.0022429817
B04_std_2020_autumn,0.0027677943,-0.0015993236,-0.0002533503,-0.0048675174,0.0007023143,0.0032536252,0.002240654
B07_q75_2020_summer,-0.006551574,0.000982447,0.0022672177,0.0028335967,-8.309896e-05,0.0005529097,0.0022118073
B11_max_2020_summer,0.0049713203,-0.000712436,-0.0040784082,-0.0018289301,0.0004954721,0.0011484263,0.0022058322
B04_max_2020_summer,0.0030499229,-0.0024216988,0.0026608463,-0.0039974144,-0.00018434729,0.00089829246,0.0022020868
NDRE2_median_2020_autumn,-0.003371363,0.0053962874,-0.003220281,0.00087859,0.00020348789,0.00011343226,0.0021972402
B05_median_2021_autumn,-0.0013929397,0.0015708413,0.0038248592,-0.0051890863,0.0010156662,0.0001667192,0.002193352
NDVI_std_2020_spring,0.00069408945,0.00015161792,-0.0011977784,0.005555081,8.835513e-05,-0.005291503,0.002163071
B05_q75_2021_spring,-0.0050398763,0.0011373793,0.003918557,-0.00067368196,0.0014232348,-0.00076665817,0.002159898
NDRE2_q25_2020_summer,0.0027766686,-0.0031484987,0.003688633,-0.0018312406,-0.00021701951,-0.0012675065,0.002154928
B8A_median_2021_spring,0.0038456067,0.0025450427,-0.001353332,-0.004548924,-0.00019375948,-0.000297089,0.0021306255
B02_q75_2020_spring,-0.00081363425,-0.0010778161,0.0034011449,0.002986548,-0.00082057796,-0.0036750853,0.0021291345
NDVI_std_2020_autumn,0.0046260348,-0.0020402395,-0.0032666952,0.0017341215,2.5612622e-05,-0.0010785682,0.0021285454
NDRE2_std_2020_spring,-0.0043804017,-0.001143608,-4.016338e-05,0.0015316944,-0.00079010724,0.0048226095,0.0021180974
B08_min_2021_autumn,-0.0011143564,0.0042379415,0.00081036566,-0.005130623,0.000568834,0.00062743283,0.0020815923
B03_q25_2021_spring,0.0033566214,0.0022991425,-0.0022002778,-0.0029606721,0.00056108914,-0.0010534016,0.0020718675
NDRE2_q75_2021_autumn,0.00093863084,-0.0019154673,-0.004299174,0.0038081147,0.0007904482,0.0006762465,0.0020713469
NDVI_std_2021_autumn,0.0023807876,-0.004191074,-0.00024959253,0.0037894782,-0.00024701917,-0.0014875946,0.0020575912
NDBI_q25_2021_autumn,0.0061641773,-0.0014154023,-0.0024353913,-0.0002877986,3.2566545e-06,-0.002027906,0.0020556552
NDMI_q75_2021_autumn,-0.0061641857,0.0014154091,0.0024353834,0.00028776174,-3.257714e-06,0.0020279058,0.0020556506
B06_min_2021_spring,-0.0043472894,0.0050765257,-0.00023462492,0.0010753637,-0.00024344694,-0.001324661,0.0020503185
TC_bright_mean_2021_autumn,-0.0058188513,0.0013980421,0.0040519633,0.00047569204,0.00020593414,-0.00030577584,0.0020427096
B8A_std_2021_spring,0.0002785523,0.00064385415,-0.0045354003,0.0034528985,-0.0015880482,0.0017507032,0.0020415762
B05_max_2021_summer,0.000465756,0.0006666107,0.004595163,-0.0040248176,0.00035471685,-0.00206262,0.0020282806
BSI_mean_2021_spring,-0.0023704923,0.0013906884,-0.0024155308,0.0046827337,-0.0008458185,-0.00044352273,0.0020247977
B04_mean_2020_spring,-0.002453332,0.0014123009,-0.0035950162,0.0013398824,0.0013449056,0.0019498488,0.002015881
B11_min_2020_summer,-0.002790749,0.006040533,-0.001182045,-0.0015800648,-8.9412446e-05,-0.0003934283,0.0020127054
B11_median_2021_summer,0.001766586,-0.0011399175,-0.0035457849,-0.0012267189,0.0010574438,0.0030896075,0.00197101
B12_max_2020_autumn,0.002800147,-0.00558781,0.0018290294,-0.0003197873,0.00060422474,0.0006747326,0.0019692883
B12_q75_2020_spring,0.0010465917,-0.0029330312,0.0042037447,-0.002937785,0.00019464568,0.0004263309,0.0019570214
LBP_u8_4_2020_spring,0.0010119821,-7.002149e-06,0.0048590577,-0.0048993914,-0.00018822003,-0.00077342294,0.001956513
NDMI_q25_2020_autumn,0.001003339,0.0007281108,-0.00048900704,-0.0050048595,-0.00036535453,0.0041383663,0.0019548396
NDBI_q75_2020_autumn,-0.001001195,-0.0007287191,0.00048984075,0.0050046807,0.00036540933,-0.004137984,0.0019546382
B02_min_2020_spring,0.0048266114,-0.00012039731,-0.0030234659,-0.001130101,0.0010052628,-0.001558098,0.0019439895
B06_q25_2020_spring,-0.0024773886,0.0012949271,-0.0020259204,0.004527463,-8.065205e-05,-0.0012361696,0.00194042
LBP_u8_3_2021_spring,0.0034951488,-0.0022405402,-0.0032507211,0.0015404824,-0.00031432247,0.0007727654,0.0019356633
LBP_u8_0_2021_autumn,0.0039607054,-0.0012537923,-0.004201987,0.0010349582,-0.00023066966,0.00068912446,0.0018952062
B06_mean_2020_spring,5.5516466e-05,0.00042327036,-0.0037140273,0.0051068314,6.946336e-05,-0.0019368153,0.0018843208
B07_median_2020_autumn,-0.0041991733,-0.0014433432,0.0014027453,0.002513125,0.0004092098,0.0013186134,0.001881035
NDMI_median_2021_autumn,0.0011870975,-0.0015992869,-0.004009814,0.0022280435,0.0005910484,0.0016086723,0.0018706605
NDBI_median_2021_autumn,-0.0011871151,0.0015992776,0.004009808,-0.0022280144,-0.0005910485,-0.0016086728,0.0018706559
B8A_median_2021_autumn,0.0009752202,0.0046120225,-0.000111191344,-0.0044337227,-4.4362343e-05,-0.0010060145,0.0018637556
BSI_q25_2021_spring,-0.0012403023,-0.0026431584,0.0045214505,0.0009628918,-0.0011319116,-0.0004736401,0.0018288925
LBP_entropy_2021_summer,0.004372998,-0.0019463502,0.0010340561,-0.002691356,-0.00014606169,-0.0006240159,0.0018024732
LBP_u8_0_2020_spring,0.0008655527,0.0007638092,-0.00525382,0.0037211156,-0.00014157034,4.5865854e-05,0.0017986223
NDRE2_std_2021_spring,-0.00024140943,0.0024865046,-0.00056967506,-0.00457522,0.001076986,0.0018214409,0.0017952059
LBP_u8_3_2020_spring,0.0030310913,0.0004424966,-0.005335911,0.0016056241,0.00029680354,-3.8248032e-05,0.001791696
B11_q75_2021_summer,0.0021047038,-0.0010216633,-0.002357164,-0.0014112558,-0.00057190645,0.0032534164,0.001786685
LBP_entropy_2020_summer,0.0033321201,-0.0042785457,0.0013811479,-0.0010764481,8.050324e-05,0.000560977,0.0017849569
LBP_entropy_2021_spring,0.004199068,0.0001069546,-0.004351201,0.00072624313,-0.0009949505,0.0003128808,0.0017818831
B05_mean_2020_summer,-0.00309502,-0.000801701,0.0045474553,-0.0013857001,0.00077749527,-4.481736e-05,0.0017753649
B03_max_2021_summer,0.005301606,-0.0020410854,-0.0017025399,-0.00020604228,-2.0428371e-05,-0.0013195418,0.0017652073
NDRE2_q75_2021_spring,0.0051861024,-0.0016814631,-0.002489721,-0.0010324132,7.581561e-05,-5.5694836e-05,0.001753535
B03_max_2020_spring,-0.0004275112,-0.00264909,0.004652906,0.00058901065,-0.0007827203,-0.0013843994,0.0017476063
B08_max_2021_spring,-0.0021429553,-0.0018570268,-0.00123893,0.0026838165,0.00078996795,0.0017652555,0.0017463254
